game_id,game_name
376,Bleach: Heat the Soul 4
377,Bleach: Heat the Soul 5
378,Bleach: Shattered Blade
379,Bleach: Soul Carnival
380,Bleach: The 3rd Phantom
381,Bleach: The Blade of Fate
382,Bleach: Versus Crusade
383,Blinx 2: Masters of Time & Space
384,Blitz: Overtime
385,Blitz: The League
386,Blitz: The League II
387,Blitzkrieg 2 Anthology
388,Block Party
389,Blokus Portable: Steambot Championship
390,Blood Will Tell: Tezuka Osamu's Dororo
391,BloodRayne 2
392,Blue Dragon
393,Blue Dragon Plus
394,Board Game Classics
395,Bode Miller Alpine Skiing
396,Boing! Docomodake DS
397,Boktai 2: Solar Boy Django
398,Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougenâ€‹
399,Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!
400,Bolt
401,Bomberman
402,Bomberman (jp sales)
403,Bomberman 2
404,Bomberman Land
405,Bomberman Land Touch!
406,Bomberman Land Touch! 2
407,Bomberman Story DS
408,Bomberman: Act Zero
409,Boogie
410,Boogie SuperStar
411,Bookworm
412,Bookworm Deluxe
413,Boom Blox
414,Boulder Dash: Rocks!
415,Bounty Hounds
416,Brain Age 2: More Training in Minutes a Day
417,Brain Age: Train Your Brain in Minutes a Day
418,Brain Assist
419,Brain Boost: Beta Wave
420,Brain Boost: Gamma Wave
421,Brain Challenge
422,Brain Quest: Grades 3 & 4
423,Brain Quest: Grades 5 & 6
424,Brain Voyage
425,Bratz 4 Real
426,Bratz Kidz
427,Bratz Ponyz
428,Bratz Ponyz 2
429,Bratz: Forever Diamondz
430,Bratz: Girlz Really Rock
431,Bratz: Rock Angelz
432,Bratz: Super Babyz
433,Bratz: The Movie
434,Brave Story: Boku no Kioku to Negai
435,Brave Story: New Traveler (US sales)
436,Brave Story: New Traveller (jp sales)
437,Break 'Em All
438,Breakdown
439,Breath of Fire III
440,Brooktown High: Senior Year
441,Brothers In Arms DS
442,Brothers In Arms: D-Day
443,Brothers in Arms: Double Time
444,Brothers In Arms: Earned in Blood
445,Brothers in Arms: Hell's Highway
446,Brothers In Arms: Road to Hill 30
447,Brunswick Pro Bowling
448,Bubble Bobble Double Shot
449,Bubble Bobble Evolution
450,Bubble Bobble Revolution
451,Build-A-Bear Workshop
452,Build-A-Bear Workshop: A Friend Fur All Seasons
453,Bullet Witch
454,Bully
455,Bully: Scholarship Edition
456,Burger Island
457,Burnout 3: Takedown
458,Burnout Dominator
459,Burnout Legends
460,Burnout Paradise
461,Burnout Revenge
462,Busou Renkin: Youkoso Papillon Park e
463,Bust-A-Move Bash!
464,Bust-A-Move Deluxe
465,Bust-A-Move DS
466,Buzz! Junior: Jungle Party
467,Buzz! Junior: RoboJam
468,Buzz! Master Quiz
469,Buzz! Quiz TV
470,Buzz! The BIG Quiz
471,Buzz! The Hollywood Quiz
472,Buzz! The Mega Quiz
473,Buzz! The Music Quiz
474,Buzz! The Schools Quiz
475,Cabbage Patch Kids: The Patch Puppy Rescue
476,Cabela's African Safari
477,Cabela's Alaskan Adventure
478,Cabela's Big Game Hunter (2008)
479,Cabela's Big Game Hunter 2005 Adventures
480,Cabela's Dangerous Hunts 2
481,Cabela's Dangerous Hunts 2009
482,Cabela's Dangerous Hunts: Ultimate Challenge
483,Cabela's Deer Hunt 2005 Season
484,Cabela's Legendary Adventures
485,Cabela's Outdoor Adventures
486,Cabela's Outdoor Adventures (2006)
487,Cabela's Trophy Bucks
488,Caesar IV
489,Cake Mania
490,Cake Mania 2: Jill's Next Adventure!
491,Cake Mania: Baker's Challenge
492,Cake Mania: In The Mix!
493,Calcio Bit
494,Call of Cthulhu: Dark Corners of the Earth
495,Call of Duty 2
496,Call Of Duty 2: Big Red One
497,Call of Duty 3
498,Call of Duty 4: Modern Warfare
499,Call of Duty: Finest Hour
500,Call of Duty: Roads to Victory
501,Call of Duty: World at War
502,Call of Duty: World at War Final Fronts
503,Call of Juarez
504,Calvin Tucker's Redneck Jamboree
505,Candace Kane's Candy Factory
506,CandyLand / Chutes & Ladders / Memory
507,Canvas 2
508,Capcom Classics Collection
509,Capcom Classics Collection Reloaded
510,Capcom Classics Collection Remixed
511,Capcom Fighting Evolution
512,Captain Rainbow
513,Captain Tsubasa
514,Care Bears - Care Quest
515,Carmen Sandiego: The Secret of the Stolen Drums
516,Carnival Games
517,Carnival Games: Mini Golf
518,Carol Vorderman's Sudoku
519,Cars
520,Cars Mater-National Championship
521,Cars: Mater-National Championship
522,Cartoon Network Block Party
523,Cartoon Network Block Party / Cartoon Network Speedway Double Pack
524,Cartoon Network Collection: Game Boy Advance Video Platinum Edition
525,Cartoon Network Collection: Game Boy Advance Video Special Edition
526,Cartoon Network Collection: Game Boy Advance Video Volume 1
527,Cartoon Network Collection: Game Boy Advance Video Volume 2
528,Cartoon Network Racing
529,Carve
530,Case Closed: One Truth Prevails
531,Casper's Scare School: Classroom Capers
532,Castle of Shikigami III
533,Castle Shikigami 2
534,Castlevania Double Pack
535,Castlevania Judgment
536,Castlevania: Curse of Darkness
537,Castlevania: Dawn of Sorrow
538,Castlevania: Order of Ecclesia
539,Castlevania: Portrait of Ruin
540,Castlevania: The Dracula X Chronicles
541,Cate West: The Vanishing Files
542,Catwoman
543,Catz
544,Celebrity Sports Showdown
545,Centipede / Breakout / Warlords
546,Cesar Millan's Dog Whisperer
547,Chameleon
548,Chameleon: To Dye For!
549,Champions of Norrath
550,Champions: Return to Arms
551,Championship Foosball
552,Championship Pony
553,Chaos Wars
554,Charlie and the Chocolate Factory
555,Charlotte's Web
556,Chessmaster
557,Chessmaster: The Art of Learning
558,Chibi-Robo! Park Patrol
559,Chibi-Robo! Plug into Adventure!
560,Chicago Enforcer
561,Chicken Hunter
562,Chicken Shoot
563,Chicken Shoot 2
564,Children of Mana
565,Chili Con Carnage
566,Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha
567,Chokkan! Asonde Relaxuma
568,Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!
569,Chou!! Super Nep League DS
570,Chromehounds
571,Chrono Trigger
572,Chrysler Classic Racing
573,Chuugaku Eitango Target 1800 DS
574,Chuugen no Hasha: Sangoku Shouseiden
575,Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+
576,City Life: World Edition
577,Clannad
578,Class of Heroes
579,Classic Action: Devilish
580,Classic NES Series: Bomberman
581,Classic NES Series: Castlevania
582,Classic NES Series: Donkey Kong
583,Classic NES Series: Dr. Mario
584,Classic NES Series: Excitebike
585,Classic NES Series: Ice Climber
586,Classic NES Series: Metroid
587,Classic NES Series: Pac-Man
588,Classic NES Series: Super Mario Bros.
589,Classic NES Series: The Legend of Zelda
590,Classic NES Series: Xevious
591,Classic NES Series: Zelda II: The Adventure of Link
592,Clever Kids: Pirates
593,Clive Barker's Jericho
594,Close Combat: First to Fight
595,Club Penguin: Elite Penguin Force
596,Clubhouse Games
597,Clue / Mouse Trap / Perfection / Aggravation
598,CMT Presents: Karaoke Revolution Country
599,Cocoto Kart Racer
600,Cocoto Magic Circus
601,Code Geass: Hangyaku no Lelouch
602,Code Geass: Hangyaku no Lelouch - Lost Colors
603,Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou
604,Code Lyoko
605,Code Lyoko: Fall of X.A.N.A.
606,Code Lyoko: Quest for Infinity
607,Coded Arms
608,Coded Arms: Contagion
609,Coded Soul: Uke Keigareshi Idea
610,Codename: Kids Next Door: Game Boy Advance Video Volume 1
611,Codename: Kids Next Door: Operation S.O.D.A.
612,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.
613,Codename: Panzers Phase Two
614,Cold Fear
615,Cold War
616,Cold Winter
617,Colin McRae Rally 04
618,Colin McRae Rally 2005
619,Colin McRae Rally 2005 plus
620,College Hoops 2K6
621,College Hoops 2K7
622,College Hoops 2K8
623,Color Cross
624,Colosseum: Road to Freedom
625,Combat Mission: Shock Force
626,Combat: Task Force 121
627,Command & Conquer 3: Deluxe Edition
628,Command & Conquer 3: Kane's Wrath
629,Command & Conquer 3: Tiberium Wars
630,Command & Conquer: Red Alert 3
631,Command & Conquer: The First Decade
632,Commando: Steel Disaster
633,Commandos: Strike Force
634,Company of Heroes
635,Company of Heroes: Opposing Fronts
636,Conan
637,Condemned 2: Bloodshot
638,Condemned: Criminal Origins
639,Conflict: Denied Ops
640,Conflict: Desert Storm II - Back to Bagdhad
641,Conflict: Global Terror
642,Conflict: Vietnam
643,Conker: Live And Reloaded
644,Connect Four / Perfection / Trouble
645,Constantine
646,Contact
647,Contra 4
648,Cookie & Cream
649,Cooking Mama
650,Cooking Mama 2: Dinner With Friends
651,Cooking Mama: Cook Off
652,Cooking Mama: World Kitchen
653,Corvette
654,Corvette Evolution GT
655,Cory in the House
656,Cosmetic Paradise: Make no Kiseki
657,Cosmic Family
658,Counter Force
659,Counter-Strike: Source
660,Crackdown
661,Cradle of Rome
662,Cranium Kabookii
663,Crash & Spyro Superpack
664,Crash Bandicoot Purple: Ripto's Rampage
665,Crash Boom Bang!
666,Crash City Mayhem
667,Crash 'N' Burn
668,Crash of the Titans
669,Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart
670,Crash Tag Team Racing
671,Crash Time: Autobahn Pusuit
672,Crash: Mind Over Mutant
673,Crash: Twinsanity
674,Crayola: Treasure Adventures
675,Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!
676,Crazy Chicken: Atlantis Quest
677,Crazy Chicken: Pharaoh's Treasure
678,Crazy Chicken: Star Karts
679,Crazy Machines
680,Crazy Taxi: Fare Wars
681,Crime Life: Gang Wars
682,Crimson Gem Saga
683,Crimson Sea 2
684,Crimson Tears
685,Crisis Core: Final Fantasy VII
686,Cross Edge
687,CrossworDS
688,Cruis'n
689,Crush
690,Crushed Baseball
691,Crysis
692,Crysis: Warhead
693,CSI: 3 Dimensions of Murder
694,CSI: Crime Scene Investigation
695,CSI: Dark Motives
696,CSI: Hard Evidence
697,Cube
698,Culdcept DS
699,Culdcept SAGA
700,Curious George
701,Custom Beat Battle: Draglade 2
702,Custom Robo
703,Custom Robo Arena
704,Cy Girls
705,D.C. II P.S.: Da Capo II Plus Situation
706,D.C.F.S.: Da Capo Four Seasons
707,D.Gray-man: Kami no Shitotachi
708,D.Gray-man: Sousha no Shikaku
709,D1 Professional Drift Grand Prix Series
710,Dai-3-Ji Super Robot Taisen Î±: Shuuen no Ginga e
711,Daigasso! Band Brothers
712,Daikaijuu Battle: Ultra Coliseum
713,Daito Giken Koushiki Pachi-Slot Simulator: 24 - Twenty-Four
714,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden
715,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS
716,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable
717,Daito Giken Koushiki Pachi-Slot Simulator: Shake II
718,Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune
719,Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable
720,Daito Giken Premium Pachi-Slot Collection: Yoshimune
721,Dance Dance Revolution Extreme
722,Dance Dance Revolution Extreme 2
723,Dance Dance Revolution SuperNOVA
724,Dance Dance Revolution SuperNOVA 2
725,Dance Dance Revolution Ultramix 2
726,Dance Dance Revolution Ultramix 3
727,Dance Dance Revolution Universe
728,Dance Dance Revolution Universe 2
729,Dance Dance Revolution Universe 3
730,Dance Dance Revolution X
731,Dance Dance Revolution: Disney Channel Edition
732,Dance Dance Revolution: Hottest Party
733,Dance Dance Revolution: Hottest Party 2
734,Dance Dance Revolution: Mario Mix
735,Dance Dance Revolution: Mario Mix (JP sales)
736,Dance Factory
737,Dancing With The Stars
738,Dancing with the Stars: We Dance!
739,Danny Phantom: The Ultimate Enemy
740,Danny Phantom: Urban Jungle
741,Dark Messiah of Might and Magic Elements
742,Dark Sector
743,Darkstalkers Chronicle: The Chaos Tower
744,DarkStar One
745,Darkwatch
746,Dave Mirra BMX Challenge
747,Dawn of Mana
748,Daxter
749,de Blob
750,Dead Head Fred
751,Dead Man's Hand
752,Dead or Alive 4
753,Dead or Alive Ultimate
754,Dead or Alive Xtreme 2
755,Dead Rising
756,Dead Space
757,Dead to Rights
758,Dead to Rights II
759,Dead to Rights: Reckoning
760,Deadliest Catch: Alaskan Storm
761,Deal or No Deal
762,Deal or No Deal: The Banker is Back!
763,Death By Degrees
764,Death Jr.
765,Death Jr. and the Science Fair of Doom
766,Death Jr. II: Root of Evil
767,Death Jr.: Root of Evil
768,DEATH NOTE: Kira Game
769,DEATH NOTE: L o Tsugu Mono
770,Deca Sports
771,Deep Labyrinth
772,Def Jam Fight For NY: The Takeover
773,Def Jam Icon
774,Def Jam: Fight for NY
775,Defendin' De Penguin
776,Delta Force: Black Hawk Down
777,Dementium: The Ward
778,Densetsu no Stafi 3
779,Densetsu no Stafi 4
780,Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen
781,Derby Stallion 04
782,Derby Stallion DS
783,Derby Stallion P
784,Derby Time 2006
785,Derby Tsuku 5: Derby Uma o Tsukurou!
786,Destroy All Humans!
787,Destroy All Humans! 2
788,Destroy All Humans! Big Willy Unleashed
789,Destroy All Humans! Path of the Furon
790,Destruction Derby Arenas
791,Devil Kings
792,Devil May Cry 3: Dante's Awakening
793,Devil May Cry 3: Dante's Awakening Special Edition
794,Devil May Cry 4
795,Dewy's Adventure
796,Diary Girl
797,DICE: DNA Integrated Cybernetic Enterprises
798,Diddy Kong Racing DS
799,Dig Dug: Digging Strike
800,Di-Gata Defenders
801,Digimon Racing
802,Digimon Rumble Arena 2
803,Digimon World 4
804,Digimon World Championship
805,Digimon World DS
806,Digimon World DS (JP sales)
807,Digimon World: Data Squad
808,Digimon World: Dawn / Dusk
809,Diner Dash: Sizzle & Serve
810,Dino Master: Dig Discover Duel
811,Dinosaur King
812,Dirge of Cerberus: Final Fantasy VII
813,DiRT
814,Disaster: Day of Crisis
815,Discovery Kids: Dolphin Discovery
816,Disgaea 2: Cursed Memories
817,Disgaea 3: Absence of Justice
818,Disgaea DS
819,Disgaea: Afternoon of Darkness
820,Disney Channel Collection Vol. 1
821,Disney Fairies: Tinker Bell
822,Disney Friends
823,Disney Princess: Enchanted Journey
824,Disney Princess: Magical Jewels
825,Disney Sing It
826,Disney Sing It! High School Musical 3: Senior Year
827,Disney TH!NK Fast: The Ultimate Trivia Showdown
828,Disney's American Dragon Jake Long: Attack of the Dark Dragon
829,Disney's Chicken Little
830,Disney's Chicken Little: Ace In Action
831,Disney's Home on the Range
832,Disney's Kim Possible 2: Drakken's Demise
833,Disney's Kim Possible 3: Team Possible
834,Disney's Kim Possible: Global Gemini
835,Disney's Kim Possible: Kimmunicator
836,Disney's Meet the Robinsons
837,Disney's The Little Mermaid: Ariel's Undersea Adventure
838,Disney's Winnie the Pooh's Rumbly Tumbly Adventure
839,Dissidia: Final Fantasy
840,DK: King of Swing
841,Dogz
842,Dokapon Journey
843,Dokapon Kingdom
844,DokiDoki Majo Shinpan!
845,DokiDoki Majo Shinpan! 2
846,Doko Demo Issho
847,Doko Demo Issho: Let's Gakkou!
848,Dollar Dash
849,Domino Rally
850,Don King Presents: Prizefighter
851,Donkey Kong Barrel Blast
852,Donkey Kong Country 2
853,Donkey Kong Country 3
854,Donkey Kong Jungle Beat
855,Donkey Kong Jungle Climber
856,Donkey Konga 2
857,Doodle Hex
858,Doom 3
859,Doom 3: Resurrection of Evil
860,Dora the Explorer: Dora Saves the Mermaids
861,Dora The Explorer: Dora Saves the Snow Princess
862,Dora the Explorer: Game Boy Advance Video Volume 1
863,Dora the Explorer: Journey to the Purple Planet
864,Dora the Explorer: Super Spies
865,Dora the Explorer: Super Star Adventures
866,Dorabase DS: Dramatic Stadium
867,Doraemon Wii: Himitsu Douguou Ketteisen!
868,Doraemon: Nobita no Kyouryuu 2006 DS
869,Doraemon: Nobita no Shin Makai Daibouken DS
870,Doraemon: Nobita to Midori no Kyojinden DS
871,Double Pack: Finding Nemo / The Incredibles
872,Double Sequence: The Q-Virus Invasion
873,Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem
874,Downstream Panic!
875,Dr. Mario / Puzzle League
876,Dr. Seuss: How the Grinch Stole Christmas
877,Dr. Slump & Arale-Chan
878,Draglade
879,Draglade (JP sales)
880,Dragon Ball GT: Game Boy Advance Video Volume 1
881,Dragon Ball GT: Transformation
882,Dragon Ball Z: Budokai 2
883,Dragon Ball Z: Budokai 3
884,Dragon Ball Z: Budokai Tenkaichi
885,Dragon Ball Z: Budokai Tenkaichi 2
886,Dragon Ball Z: Budokai Tenkaichi 3
887,Dragon Ball Z: Burst Limit
888,Dragon Ball Z: Buu's Fury
889,Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation
890,Dragon Ball Z: Harukanaru Densetsu
891,Dragon Ball Z: Harukanaru Densetsu (JP sales)
892,Dragon Ball Z: Infinite World
893,Dragon Ball Z: Sagas
894,Dragon Ball Z: Shin Budokai
895,Dragon Ball Z: Shin Budokai - Another Road
896,Dragon Ball Z: Supersonic Warriors
897,Dragon Ball Z: Supersonic Warriors 2
898,Dragon Ball Z: The Legacy of Goku I & II
899,Dragon Ball: Advanced Adventure
900,Dragon Ball: Origins
901,Dragon Ball: Origins (JP & incomplete US sales)
902,Dragon Blade: Wrath of Fire
903,Dragon Booster
904,Dragon Quest & Final Fantasy in Itadaki Street Portable
905,Dragon Quest Heroes: Rocket Slime
906,Dragon Quest IV: Chapters of the Chosen
907,Dragon Quest Monsters: Joker
908,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors
909,Dragon Quest V: Hand of the Heavenly Bride
910,Dragon Quest V: Tenkuu no Hanayome
911,Dragon Quest VIII: Journey of the Cursed King
912,Dragon Quest: Shounen Yangus to Fushigi no Dungeon
913,Dragon Shadow Spell
914,Dragon Tamer: Sound Spirit
915,Dragon Zakura DS
916,Dragoneer's Aria
917,Drake & Josh: Talent Showdown
918,Drakengard 2
919,Dramatic Dungeon: Sakura Wars - Kimi Arugatame
920,Drawn to Life
921,Drawn To Life: SpongeBob SquarePants Edition
922,Dream Pinball 3D
923,Dreamer Series: Horse Trainer
924,Dreamer Series: Puppy Trainer
925,Dreamfall: The Longest Journey
926,Driv3r
927,Driver '76
928,Driver: Parallel Lines
929,Drivers Ed Portable
930,Drone Tactics
931,DropCast
932,DS Bimoji Training
933,DS Bungaku Zenshuu
934,DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan
935,DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun
936,DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage
937,DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana
938,DS Rakubiki Jiten
